sample_id,ipq_value,char_count,word_count,bullet_points,has_description,num_count,uppercase_words,avg_word_length,is_food,is_beverage,is_grocery,is_health,is_personal_care,is_household,ipq_unit,item_name,image_filename,price,log_price,price_per_unit
260842,90.0,3267,502,5,1,9,0,5.50796812749004,0,1,1,1,0,1,Count,"Sayan Siberian All Day Set Instant Chaga Mushroom Tea, Pack of 3 Daily Tablets (90 Pcs) - Wild-Harvested, Premium Blend – Natural Antioxidant Tea for Immune Support, Energy Boost & Improved Digestion",71Vfi9gcRVL.jpg,50.99,3.9510513923956245,0.5665555555555556
267410,400.0,1703,278,5,1,11,1,5.125899280575539,1,0,1,1,0,0,Ounce,"Food to Live Black-Eyed Peas, 25 Pounds - Raw Dried Whole Cow Peas, Kosher, Vegan, Sproutable. High in Dietary Fiber, Easy to Cook. Product of the USA",418XGvkQe-L.jpg,98.99,4.605070180987758,0.247475
201749,20.0,1087,177,6,0,16,43,5.141242937853107,1,0,1,1,0,0,Count,"ALOHA Organic Plant Based Protein Bar MINIS |Caramel Chocolate Pecan | 20 Count, 24g Bars | Vegan, Low Sugar, Gluten Free, Low Carb, Non-GMO, Stevia Free, Soy Free, No Sugar Alcohols",518e+PYWKZL.jpg,32.09,3.499231121933521,1.6045000000000003
194856,1.0,571,95,5,0,9,3,5.010526315789473,1,0,1,0,0,0,Count,"PLANTERS Unsalted Dry Roasted Peanuts, Resealable Jar, Kosher Nuts, Plant-Based Protein, Quick Snack for Adults, After School Snack, 35 oz Canister",81744zhvvuL.jpg,12.32,2.589266665112243,12.32
81813,14.7,68,14,0,0,4,4,3.857142857142857,0,0,0,0,0,0,Fl Oz,"AMYS CHILI SPICY GF ORG, 14.7 OZ",419kYd-RbsL.jpg,4.12,1.6331544390514163,0.2802721088435374
234305,240.0,803,139,5,0,12,8,4.776978417266187,1,1,0,1,0,0,Fl Oz,"AriZona Mucho Mango Fruit Juice Cocktail, 20 Fl Oz (Pack of 12)",517fPOFX0KL.jpg,16.395,2.856182808603905,0.0683125
154376,14.0,324,50,4,1,8,0,5.48,1,0,0,0,0,0,Ounce,Trader Joe's Dark Chocolate Covered Espresso Beans 14 oz.,51CFposir6L.jpg,17.095,2.895635657015706,1.2210714285714286
202016,4.5,832,140,2,1,10,0,4.942857142857143,1,1,0,0,0,0,Ounce,Freeze Dried Air Heads (Tarbosaurus Tongues) 4.5 Oz,71Yl2I5Z4TL.jpg,15.5,2.803360380906535,3.4444444444444446
116291,28.2,113,19,0,0,5,0,4.947368421052632,0,1,0,0,0,0,Ounce,Klass Listo Jamaica Hibiscus Blended Mexican Drink Mix (2 x 14.1 oz. Packets),815QiPHy1+L.jpg,20.61,3.0731561705187946,0.7308510638297873
234372,19.75,180,31,1,0,4,0,4.806451612903226,0,0,0,0,0,0,Ounce,"La Costeña Whole Pinto Beans with Jalapeños, 19.75 Oz",71H5jcdd36L.jpg,1.58,0.9477893989335261,0.08
116974,3.38,1039,155,5,1,8,0,5.703225806451613,1,0,1,1,1,0,Fl Oz,"Colour Mill Oil-Based Food Coloring, 100 Milliliters (Navy)",41p2lQ6RLML.jpg,19.845,3.03711411133276,5.871301775147929
178219,0.64,234,36,3,0,7,0,5.5,0,0,0,0,0,0,Ounce,"Maybelline New York Dream Matte Mousse Foundation, Porcelain Ivory, 0.64 Ounce",41V+yJ-a8SL.jpg,13.49,2.673458756332591,21.078125
248217,7.0,1127,182,5,1,11,4,5.1923076923076925,1,0,1,1,0,0,Ounce,Marshalls Creek Spices SAGE GROUND 7 oz. Kraft Stand Up Pouch ECO Friendly Recyclable Mailer,71jO3GmXfjL.jpg,12.78,2.6232182655855123,1.8257142857142856
22148,80.0,2532,413,5,1,10,0,5.1307506053268765,1,0,0,0,0,1,Ounce,Dark Chocolate Nonpareils - 5 LB Resealable Stand Up Candy Bag - Chocolate Discs Topped with White Nonpareils - Gourmet Chocolates - Bulk Candies for Parties or Holidays,A1uprRCW2wL.jpg,64.99,4.18950321539533,0.812375
7575,4.0,89,16,0,0,5,0,4.5625,0,0,0,0,0,0,Count,"Country Archer Beef Stick, Jalapeno 1.0 OZ (Pack of 4)",419ORKX0w-L.jpg,30.78,3.45883716110857,7.695
100323,21.0,88,14,0,0,2,0,5.285714285714286,0,0,0,1,0,0,Ounce,Snyder’s of Hanover Gluten Free Pretzel variety pack,51w1PyY-mBL.jpg,23.99,3.218475744846861,1.1423809523809523
109029,32.0,2178,347,5,1,11,2,5.276657060518732,1,0,0,1,1,1,Ounce,"Camellia Brand Dried Black Beans, 1 Pound (Pack of 2)",513R-hsHWDL.jpg,12.85,2.6282852326333477,0.4015625
38571,12.0,118,19,1,0,4,0,5.2105263157894735,0,0,0,1,0,1,Count,"Arrowhead Mills Organic Green Lentils, 16-Ounce Bags (Pack of 6)",517WwZuggLS.jpg,9.27,2.329227023940467,0.7725
56340,124.0,1065,183,5,0,14,12,4.819672131147541,1,0,1,1,0,0,Ounce,Iberia Organic Red Kidney Beans 15.5 oz (Pack of 8),81NmzWgfiKL.jpg,29.96,3.4326960487215263,0.24161290322580645
196576,12.0,672,98,5,1,16,4,5.857142857142857,0,1,0,1,0,0,Ounce,"Buchu Leaf (Organic) Tea (Loose) (4 oz, ZIN: 512125) - 3 Pack",41VxFtyBHkL.jpg,124.52,4.832465108424777,10.376666666666667
274881,32.0,469,78,4,0,15,0,5.012820512820513,0,1,0,0,0,0,Ounce,"Starbucks Ground Coffee, 16 caffe verona 32 Ounce (Pack of 2)",61agF+F46JL.jpg,16.99,2.8898160479624417,0.5309375
166681,20.0,117,18,1,0,3,0,5.5,0,1,1,0,0,0,Count,"Celestial Seasonings Herbal Tea, Red Zinger, 20 Count",51RLUYQ1ZnL.jpg,5.49,1.8702625307159986,0.2745
95469,36.0,1165,191,5,0,15,0,5.099476439790576,0,1,0,0,0,0,Count,"Community Coffee Breakfast Blend 36 Count Coffee Pods, Medium Roast, Compatible with Keurig 2.0 K-cup Brewers, 12 Count (Pack of 3)",81x94lyQl7S.jpg,12.23,2.5824869781268642,0.33972222222222226
255445,12.0,841,135,5,0,12,23,5.229629629629629,0,1,0,1,0,0,Ounce,"Don Francisco's 100% Colombia Supremo Ground Coffee, Medium Roast, 100% Arabica (12 Ounce Can)",712yxCCqObL.jpg,6.99,2.0781907597781832,0.5825
259866,1.0,1106,182,5,0,11,5,5.076923076923077,0,1,0,0,0,0,Count,"KaBloom Flowers - Exotic Perla White Orchid Bouquet of 10 White Orchids Without Vase - Gift for Birthday, Get Well, Easter, Valentine, Mother’s Day Fresh Flowers",41yekhILvVL.jpg,58.13,4.079738409832738,58.13
59900,20.0,1084,188,6,1,14,2,4.76595744680851,0,1,1,1,1,1,Ounce,"Jiva Organic Coconut Milk Powder 1.25 LB - Gluten Free, Vegan, Dairy Free, All Natural Plant Based Creamer, Keto Friendly, Full Fat & Premium Sri Lankan Quality",5109C4f2fWL.jpg,11.98,2.563409711275944,0.599
61692,28.0,74,12,0,0,4,0,5.166666666666667,0,0,0,0,0,0,Ounce,"Pickled Garlic, Sweet, 2-14 Ounce Jars",713ZxAkzdDL.jpg,29.94,3.43204984514492,1.0692857142857144
56211,42.0,904,150,5,0,9,0,5.026666666666666,1,0,1,1,0,0,Ounce,"Simple Mills Rosemary & Sea Salt Almond Flour Crackers Family Size, Pack of 6",519Zkpcwe+L.jpg,7.56,2.1471001901536506,0.18
140715,10.5,1296,191,5,0,12,8,5.785340314136126,1,1,0,0,1,1,Ounce,"Equator Coffees, Equator Blend Ground Coffee, Medium Dark Roast, Fresh Roasted, Smooth Chocolate & Nutmeg Flavor Notes, Sustainable, 10.5 oz Bag",51i-Etr3OtL.jpg,34.57,3.571502585960364,3.2923809523809524
186165,1.0,125,23,0,0,3,1,4.434782608695652,0,1,1,0,0,0,None,Seasons Brand Imported Skinless & Boneless Sardines in Water No Salt Added -- 4.25 oz - 3PC,41HJmvLaTyL.jpg,2.54,1.264126727145683,2.54
272258,48.0,97,17,1,0,4,0,4.705882352941177,1,1,0,0,0,0,Fl Oz,"Yoo-Hoo Chocolate Drink, 4 ct",516hutu+NlL.jpg,4.42,1.6900958154515549,0.09208333333333334
191961,12.5,259,43,3,1,10,0,5.023255813953488,0,1,1,1,0,0,Fl Oz,"Carniceria Compare, Mineragua Club Soda, 12.5 Fl Oz",71J7Dw79WmL.jpg,0.94,0.6626879730752367,0.07519999999999999
245797,5.5,248,39,3,0,9,5,5.358974358974359,1,0,0,0,0,1,Ounce,"THE GOOD CRISP COMPANY Outback BBQ Crinkle Cut Potato Chips, 5.5 OZ",81vRpY-QcYL.jpg,6.69,2.0399207835175526,1.2163636363636365
278964,48.0,346,69,5,0,15,0,4.0144927536231885,0,1,1,0,0,0,Ounce,"Carbquik Baking Mix, 3 Lb (48 Oz) (Pack of 1)",81LVG0KNOeL.jpg,30.475,3.449193579930411,0.6348958333333333
133751,16.0,2078,350,5,1,20,5,4.937142857142857,0,1,1,1,0,1,Ounce,"GRADY’S COLD BREW Coffee Pouches | New Orleans Style | 100% Arabica Ground Coffee & Chicory | TWO Coffee Cans, each with 4 Easy-to-Brew Bean Bags | Makes 24 drinks",71BWJcm7FXL.jpg,34.925,3.5814334319650887,2.1828125
188740,50.0,758,132,5,1,17,0,4.742424242424242,1,1,1,1,0,0,Count,"Crystal Light On The Go Raspberry Lemonade Drink Mix, 10-Packet Box (Pack of 50)",91wKwXmnXSL.jpg,2.99,1.3837912309017721,0.059800000000000006
216435,16.0,478,78,3,1,7,0,5.128205128205129,1,0,0,0,0,0,Ounce,"Beulah's Christmas Candy Corn, 1 Pound Package, 240 Pieces of Candy",71G2sLy8wDL.jpg,20.79,3.0814511489565284,1.299375
147811,150.0,2446,394,5,1,20,1,5.208121827411167,0,1,1,1,0,1,Count,"Zabaglione Strawberry Pu-erh Tea (50 tea bags, ZIN: 535909) - 3 Pack",81G3xAaGX1L.jpg,57.7,4.072439726834051,0.3846666666666667
48188,35.3,127,19,0,1,4,0,5.684210526315789,0,0,0,0,0,0,Ounce,Haldiram's plain bhujia 35.30 oz,61Ua-AhcAsL.jpg,24.99,3.2577118486533987,0.7079320113314448
260170,32.0,1393,239,5,1,8,18,4.828451882845188,1,0,1,1,1,0,Ounce,"Food to Live - Blanched Whole Almonds, 2 Pounds — Raw, Skinless, Unsalted, Keto, Vegan, Kosher, Bulk. High in Protein, Fiber, Vitamin E, Riboflavin.",51O66fn0twL.jpg,17.634999999999998,2.9250415329312216,0.5510937499999999
24701,8.0,198,35,0,1,4,1,4.6571428571428575,0,1,0,0,0,0,Ounce,Lavazza Gran Riserva Filtro Ground Coffee Dark Roast 8oz Brick,41inyENsVFL.jpg,10.49,2.4414770918606643,1.31125
65474,64.0,903,143,3,1,7,0,5.314685314685315,1,0,1,1,0,0,Ounce,Sapsquatch Organic Maple Sugar (4 Pounds),81Il62HfpaL.jpg,63.99,4.174233411906258,0.99984375
151954,8.82,344,51,3,1,7,0,5.745098039215686,0,0,0,0,0,0,Ounce,"Bonne Maman Assorted Mini Jams - Strawberry, Apricot, Raspberry, Orange Marmalade, Cherry - 8.82 ounces total",41KzFOBS1qL.jpg,11.46,2.522523513359307,1.2993197278911566
25549,276.0,319,54,4,0,14,0,4.907407407407407,1,1,0,0,0,0,Fl Oz,"V8 Juice, 11.5-Ounce Bottles (Pack of 24)",61+hWhoJ-jL.jpg,12.795000000000002,2.6243062076692496,0.04635869565217392
210101,16.92,2232,373,5,1,14,13,4.983914209115282,1,0,1,1,1,1,Ounce,"Built Bar, Puff Protein Bars, Cookies 'N Cream Puff, 17g Protein Snacks, On-The-Go Bars, Only 140 Calories, 7g Sugar, Collagen, Not Gluten Free, 12 Count",81pvk48QNvL.jpg,29.99,3.433664571799657,1.7724586288416073
22348,11.0,1742,297,5,1,14,18,4.865319865319865,1,1,1,1,0,0,Ounce,"Reggae Spice Jamaican Jerk Marinade | 60-Second Authentic Wet Rub Seasoning Sauce for Cooking Meats | Gluten Free, Vegan, and Keto Friendly | Sweet or Spicy Flavor Wet Paste (Hot & Spicy)",81LxhZ5N53L.jpg,17.49,2.9172300453990334,1.5899999999999999
69365,4.4,1867,300,5,1,11,8,5.223333333333334,1,1,1,1,0,0,Ounce,"Absolutely Gluten Free Original Crackers, 4.4oz (12 Pack) | Grain Free Crackers | Dairy Free | No Soy, Corn or Rice",81jG++RkY5S.jpg,79.99,4.3943256902608985,18.17954545454545
43008,38.0,2387,356,5,1,14,1,5.705056179775281,1,0,1,1,0,1,Ounce,"Colombina Jumbo Spearmint Balls, Individually Wrapped Natural Spearmint Flavored Candy, Ideal for Halloween and Christmas, 2.4 lbs (120 Count)",51HTTokBpIL.jpg,11.1,2.4932054526026954,0.2921052631578947
182264,9.0,76,13,0,0,5,0,4.846153846153846,1,0,0,0,0,0,Count,Kasugai Grape Gummy Candy 3.77oz (9 Pack),A1lZodk3SPL.jpg,7.99,2.196112848483529,0.8877777777777778
117130,46.53,98,17,0,0,5,0,4.764705882352941,0,0,0,0,0,0,Ounce,"Voortman Bakery Vanilla Wafers, Mega Size, 5.17 oz, Case of 9",81+AZJLwPJL.jpg,26.13,3.3006401266708405,0.5615731785944551
236193,51.0,207,34,1,0,8,0,5.088235294117647,0,0,1,0,0,0,Ounce,"Mantova Extra Virgin Olive Oil Spray, Cholesterol Free, 8.5 Ounces (Pack Of 6)",41uK5CyFTGL.jpg,42.495,3.772645988959504,0.833235294117647
202733,5.0,2742,451,5,1,19,2,5.0798226164079825,1,0,1,1,1,0,Count,"5 Costa Rican Vanilla Beans Whole Grade A Vanilla Pods for Homemade Vanilla Extract, Baking, Ice Cream, Flavoring, & Vanilla Powder",71aQDJISHjL.jpg,29.99,3.433664571799657,5.997999999999999
35395,84.0,153,23,1,0,7,0,5.6521739130434785,0,0,0,0,0,0,Ounce,"Campbell's Chicken and Stars Soup, 10.5-Ounce (Pack of 8)",71T5J1upYnL.jpg,1.755,1.0134174426048779,0.02089285714285714
66928,4.0,400,61,2,0,6,0,5.557377049180328,1,0,0,0,0,0,Count,McVities Milk Chocolate Digestives Roll 266g (Pack of 4),21DflYyJ4PL.jpg,24.01,3.219275744889528,6.0025
201717,3.49,87,16,0,0,3,0,4.4375,0,0,1,0,0,0,Ounce,"You Need This Sea Salt Almond Flour Crackers, 99 GR",71oJkztHZFL.jpg,19.725,3.031340701021359,5.651862464183381
239169,16.0,3160,537,5,1,13,24,4.884543761638733,1,0,1,1,0,0,Ounce,"Food to Live Raw Sunflower Seeds in Shell, 1 Pound – Fresh, Crunchy and Nutty Snack for on-the-go, Preservative-free, Great Source of Protein, Fiber, Minerals & Vitamins. Whole Unhulled Seeds.",51N41+gflhL.jpg,15.74,2.8178010650613294,0.98375
191671,12.6803,289,45,4,0,13,2,5.4222222222222225,1,0,0,0,0,0,Fl Oz,"B.G. REYNOLDS Passion Fruit Syrup, 375 ml",51sRS1yab4L.jpg,16.99,2.8898160479624417,1.339873662295056
240701,304.2,219,35,2,1,7,0,5.257142857142857,0,1,1,1,0,0,Fl Oz,"Kirkland Signature Organic Coconut Water, 33.8 Fluid Ounce (Pack of 9)",71BaFLagIRL.jpg,33.56,3.542696943935855,0.11032215647600264
172422,32.0,561,97,5,1,17,0,4.783505154639175,0,1,1,0,0,0,Ounce,"Cosmo's - Lupini Beans, (1)- 32 oz. Jar",61EKiD9ZOcL.jpg,16.99,2.8898160479624417,0.5309375
166878,50.76,561,93,0,1,5,2,5.032258064516129,1,0,1,1,0,1,Ounce,"Asturi Classico Bruschettini - Virgin Olive Oil (Snack Size Italian Bruschetta Toasts), Buy TWELVE Bags and SAVE, Each Bag is 4.23 oz (Pack of 12)",41B0pTqi8gL.jpg,4.99,1.7900914121273581,0.09830575256107171
31920,8.0,292,47,4,0,7,1,5.212765957446808,1,0,0,0,0,0,Ounce,"HERSHEY'S Milk Chocolate Drops, 8 Ounce",617LyMgoMJL.jpg,14.61,2.7479117345273405,1.82625
247546,32.0,1161,188,5,1,13,0,5.175531914893617,1,0,0,0,0,1,Ounce,Lip-Shaped Lollipops - 2 Pound Bulk Pack (About 90 Count) - Cotton Candy Flavor - Blue and Pink Pops,91Z0tMJ+swL.jpg,17.99,2.9439125248241944,0.5621875
7411,6.0,815,124,0,1,6,0,5.57258064516129,1,0,0,0,0,0,Count,Expect MoreGlory Foods Seasoned Southern Style Collard Greens 27.0 oz pack of 6,51ONwzf+BIL.jpg,2.6,1.2809338454620642,0.43333333333333335
218503,1.0,1055,175,5,1,9,0,5.0285714285714285,1,0,1,1,0,0,None,Wellsley Farms Coarse Kosher Salt. 3 Pounds. Passover Approved. From the Salt Caves in Italy. Natural Sicilian Rock Salt. (3 lb Box with Pop Out Pour.),81DBENbjUQL.jpg,7.465,2.1359400155850987,7.465
86106,110.0,1752,305,5,1,22,12,4.744262295081967,0,1,1,0,0,0,Count,Rugby Polacrilex 4 mg Nicotine Gum - Smoking and Vaping Quitting Aid - Sugar-Free - Coated Mint Flavor - 100 Count,71Cw3PvdixL.jpg,32.49,3.5112468868061133,0.2953636363636364
115306,1.0,592,96,3,1,16,12,5.166666666666667,0,1,1,1,0,0,Ounce,6 PIECES CHAPIS HOJA DE AGUACATE NATURAL HERBS HIERBAS Net Wt. 3/8oz (10.6g),810fmaPLtaL.jpg,14.99,2.771963526845863,14.99
182492,12.0,237,40,5,0,8,0,4.925,0,0,1,1,0,0,Fluid Ounce,"Walden Farms Caramel Syrup, 12 Ounce",41XBw1XRhwL.jpg,4.890000000000001,1.7732559976634954,0.40750000000000003
202254,1.0,83,14,0,0,3,0,4.928571428571429,0,0,0,0,0,0,Ounce,"Tory Burch Coco Ginger Shortbread Sandal 9, Pink",51+O3wtQdOL.jpg,298.0,5.700443573390687,298.0
164888,12.0,1229,203,5,0,8,19,5.054187192118227,1,0,1,1,0,1,ounce,"purely elizabeth Ancient Grain Granola Certified Glutenfree Vegan NonGMO Coconut Sugar Delicious Healthy Snack , Blueberry Hemp, 12 Ounce",41oKK+HIEwL.jpg,7.99,2.196112848483529,0.6658333333333334
7984,4.0,885,161,5,1,11,0,4.496894409937888,1,0,0,0,0,1,Ounce,Swedish Fish Tails 2 Flavors in 1,515bYkjRmbL.jpg,1.24,0.8064758658669484,0.31
3294,24.0,378,59,0,1,3,0,5.406779661016949,0,0,0,0,0,0,Count,"Mariani, Mediterranean Apricots (Pack of 24)",517wW8CJHiL.jpg,213.26,5.367190230834412,8.885833333333332
181347,6.0,407,71,5,0,9,1,4.732394366197183,0,0,1,0,0,0,ounce,"Banana Boat Sunscreen Ultra Mist Dry Oil Broad Spectrum Sun Care Sunscreen Spray - SPF 8, 6 Ounce",71fXK3exxxL.jpg,11.135,2.4960938391785645,1.8558333333333332
159362,47.97,214,30,1,0,8,0,6.133333333333334,0,1,0,0,0,0,Ounce,Kirkland Signature 100% Colombian Dark Roast Decaffeinated Ground Coffee - 1.36kg,61lBNLyGfIL.jpg,33.29,3.534853766474829,0.6939754012924745
273689,12.0,87,16,0,0,3,0,4.4375,0,0,1,1,0,0,Ounce,Coombs Family Farms Organic Pure Maple Sugar - 6 Oz,41D++Loo75L.jpg,21.36,3.1072736482868986,1.78
51564,16.8,799,123,5,0,14,1,5.495934959349594,1,0,1,1,0,0,Ounce,"Taza Chocolate Organic Stone Ground 80% Dark Bark Snacking Thins, Variety Pack, 4.2 Oz",81qSVsQ+szS.jpg,45.27,3.8344938029189084,2.694642857142857
81259,120.0,681,116,4,1,12,0,4.870689655172414,1,0,0,1,0,0,Ounce,"Chex Gluten Free Rice Chex Cereal, 12 Ounce -- 10 per case.",817-8iLd0UL.jpg,5.49,1.8702625307159986,0.04575
131791,0.9,1230,218,5,0,16,13,4.6422018348623855,1,1,1,1,0,1,Ounce,"Jack Link’s Beef Strips, Original, 1 Count – Great Protein Bar, Meat Bar with 8g of Protein and 70 Calories, Gluten Free, No added MSG or Nitrates/Nitrites",412D0TcLPpL.jpg,2.29,1.1908875647772805,2.5444444444444443
228657,2.0,1166,156,5,1,8,5,6.4743589743589745,1,1,0,1,1,0,Ounce,"Amoretti - Cola Extract Water Soluble 2 oz - Highly Concentrated & Perfect For Pastry, Savory, Brewing, and more, Preservative Free, Vegan, Kosher Pareve, Keto Friendly",51p9zbWbG6L.jpg,30.37,3.445852022202587,15.185
21269,12.0,327,54,1,0,4,0,5.055555555555555,0,1,0,0,0,1,Ounce,"Black Rifle Coffee Company Gunship Roast (Light Roast) Whole Bean Coffee, 12 Ounce Bag of Coffee Beans, Light Roast Coffee Beans, Light Caramel Tasting Notes and an Ultra Smooth Finish",51e5+GrYKvL.jpg,19.19,3.005187432324746,1.5991666666666668
17024,80.0,1274,225,5,1,9,30,4.662222222222222,1,1,0,0,0,1,Ounce,"SOUR PATCH KIDS Blue Raspberry Soft & Chewy Candy, 5 lb Bag",91ffySwbbqL.jpg,4.79,1.7561322915849038,0.059875
286405,16.0,646,101,3,1,13,2,5.396039603960396,0,1,0,1,0,1,Ounce,"Frontier Co-op Indian Black CO2 Decaf., Certified Organic, Fair Trade Certified, Kosher | 1 lb. Bulk Bag | Camellia sinensis",51smpb4Ff9L.jpg,44.74,3.822973188594635,2.79625
14079,1.4,767,128,6,1,14,0,4.9921875,0,1,1,0,0,0,Ounce,"Amazon Grocery, Lemonade Drink Mix, 10 packets, 1.4 Oz (Previously Happy Belly, Packaging May Vary)",71ew-EicxpL.jpg,2.19,1.1600209167967532,1.5642857142857143
129107,1.0,159,29,0,0,9,9,4.482758620689655,0,0,0,1,0,0,Count,"ANNIE'S HOMEGROWN, SNK PK, OG2, BNY GRM, FRD, 12, Pack of 4, Size 12/1 OZ - No Artificial Ingredients GMO Free 95%+ Organic4",71i0F17WjAS.jpg,10.985,2.483655867886348,10.985
224077,72.0,163,25,1,0,8,0,5.52,0,1,0,0,0,0,Fl Oz,Saratoga Collection Sparkling Water Peach 12.0oz 6ct Can,51+LOcvCsqL.jpg,5.98,1.9430489167742813,0.08305555555555556
125263,56.0,1509,244,6,0,12,19,5.184426229508197,1,0,0,1,0,0,Ounce,"Bob's Red Mill Baking Powder, 14oz (Pack of 4) - Vegan, Kosher",41YJ4P7ysQL.jpg,15.6,2.8094026953624978,0.2785714285714286
275308,2.33,413,68,1,1,4,0,5.073529411764706,1,0,1,1,0,0,Ounce,Frontier Taco Salt-Free Seasoning - 2.25 oz,71AqKWYEuDL.jpg,4.19,1.6467336971777973,1.7982832618025753
189369,16.0,106,19,0,0,4,0,4.578947368421052,0,0,1,0,0,0,Fl Oz,Zatarains New Orleans Traditional Creole Seasoning - 8 Oz. (Pack of 2),51Og2HjzlJL.jpg,15.955,2.8305627755776017,0.9971875
